Name,Oracle,Trigger 1,Trigger 2,Trigger 3,Trigger 4,Trigger 5
Trade Caravan,"At the beginning of your upkeep, put a currency counter on Trade Caravan.    Remove two currency counters from Trade Caravan: Untap target basic land.  Activate this ability only during an opponent's upkeep.",,,,,
Trade Routes,"1: Return target land you control to its owner's hand.    1, Discard a land card: Draw a card.",,,,,
Trade Secrets,"Target opponent draws two cards, then you draw up to four cards.  That opponent may repeat this process as many times as he or she chooses.",,,,,
Tradewind Rider,"Flying.    T, Tap two untapped creatures you control: Return target permanent to its owner's hand.",,,,,
Tragic Poet,"T, Sacrifice Tragic Poet: Return target enchantment card from your graveyard to your hand.",,,,,
Tragic Slip,Target creature gets -1/-1 until end of turn.    Morbid - That creature gets -13/-13 until end of turn instead if a creature died this turn.,,,,,
Trailblazer,Target creature is unblockable this turn.,,,,,
Trailblazer's Boots,Equipped creature has nonbasic landwalk.    Equip 2,,,,,
Train of Thought,Replicate 1U.    Draw a card.,Optional,,,,
Trained Armodon,,,,,,
Trained Cheetah,"Whenever Trained Cheetah becomes blocked, it gets +1/+1 until end of turn.",,,,,
Trained Jackal,,,,,,
Trained Orgg,,,,,,
Trained Pronghorn,Discard a card: Prevent all damage that would be dealt to Trained Pronghorn this turn.,,,,,
Training Drone,Training Drone can't attack or block unless it's equipped.,,,,,
Training Grounds,Activated abilities of creatures you control cost up to 2 less to activate.  This effect can't reduce the amount of mana an ability costs to activate to less than one mana.,,,,,
Traitorous Blood,Gain control of target creature until end of turn.  Untap it.  It gains trample and haste until end of turn.,,,,,
Traitorous Instinct,"Gain control of target creature until end of turn.  Untap that creature.  Until end of turn, it gets +2/+0 and gains haste.",,,,,
Traitor's Clutch,"Target creature gets +1/+0, becomes black, and gains shadow until end of turn.    Flashback 1B",,,,,
Traitor's Roar,Tap target untapped creature.  It deals damage equal to its power to its controller.    Conspire,Optional,,,,
Tranquil Domain,Destroy all non-Aura enchantments.,,,,,
Tranquil Garden,T: Add 1 to your mana pool.    T: Add G or W to your mana pool.  Tranquil Garden doesn't untap during your next untap step.,,,,,
Tranquil Grove,1GG: Destroy all other enchantments.,,,,,
Tranquil Path,Destroy all enchantments.    Draw a card.,,,,,
Tranquil Thicket,Tranquil Thicket enters the battlefield tapped.    T: Add G to your mana pool.    Cycling G,,,,,
Tranquility,Destroy all enchantments.,,,,,
Transcendence,"You don't lose the game for having 0 or less life.    When you have 20 or more life, you lose the game.    Whenever you lose life, you gain 2 life for each 1 life you lost.",,,,,
Transcendent Master,Level up 1.    [LEVEL 6-11 ~ Lifelink ~ 6/6]    [LEVEL 12+ ~ Lifelink.    Transcendent Master is indestructible. ~ 9/9],,,,,
Transguild Courier,Transguild Courier is all colors.,,,,,
Transluminant,"W, Sacrifice Transluminant: Put a 1/1 white Spirit creature token onto the battlefield with flying onto the battlefield at the beginning of the next end step.",Lapsing,,,,
Transmogrifying Licid,"1, T: Transmogrifying Licid loses this ability and becomes an Aura enchantment with enchant creature.  Attach it to target creature.  You may pay 1 to end this effect.    Enchanted creature gets +1/+1 and is an artifact in addition to its other types.",,,,,
Transmutation,Switch target creature's power and toughness until end of turn.,,,,,
Transmute Artifact,"Sacrifice an artifact.  If you do, search your library for an artifact card.  If that card's converted mana cost is less than or equal to the sacrificed artifact's converted mana cost, put it onto the battlefield.  If it's greater, you may pay X, where X is the difference.  If you do, put it onto the battlefield.  If you don't, put it into its owner's graveyard.  Then shuffle your library.",,,,,
Trap Digger,"2W, T: Put a trap counter on target land you control.    Sacrifice a land with a trap counter on it: Trap Digger deals 3 damage to target attacking creature without flying.",,,,,
Trap Runner,T: Target unblocked attacking creature becomes blocked.  Activate this ability only during combat after blockers are declared.,,,,,
Trapfinder's Trick,Target player reveals his or her hand and discards all Trap cards.,,,,,
Trapjaw Kelpie,"Flash, persist",Lapsing,,,,
Trapmaker's Snare,"Search your library for a Trap card, reveal it, and put it into your hand.  Then shuffle your library.",,,,,
Traproot Kami,"Defender, reach.    Traproot Kami's toughness is equal to the number of Forests on the battlefield.",,,,,
Trash for Treasure,"As an additional cost to cast Trash for Treasure, sacrifice an artifact.    Return target artifact card from your graveyard to the battlefield.",,,,,
Traumatic Visions,Counter target spell.    Basic landcycling 1U,,,,,
Traumatize,"Target player puts the top half of his or her library, rounded down, into his or her graveyard.",,,,,
Travel Preparations,Put a +1/+1 counter on each of up to two target creatures.    Flashback 1W,,,,,
Traveler's Amulet,"1, Sacrifice Traveler's Amulet: Search your library for a basic land card, reveal it, and put it into your hand.  Then shuffle your library.",,,,,
Traveler's Cloak,"Enchant creature.    As Traveler's Cloak enters the battlefield, choose a land type.    When Traveler's Cloak enters the battlefield, draw a card.    Enchanted creature has landwalk of the chosen type.",,,,,
Traveling Plague,"Enchant creature.    At the beginning of each upkeep, put a plague counter on Traveling Plague.    Enchanted creature gets -1/-1 for each plague counter on Traveling Plague.    When enchanted creature leaves the battlefield, that creature's controller returns Traveling Plague from its owner's graveyard to the battlefield.",,,,,
Treacherous Link,Enchant creature.    All damage that would be dealt to enchanted creature is dealt to its controller instead.,,,,,
Treacherous Pit-Dweller,"When Treacherous Pit-Dweller enters the battlefield from a graveyard, target opponent gain control of it.    Undying",Lapsing,Mandatory,,,
Treacherous Urge,Target opponent reveals his or her hand.  You may put a creature card from it onto the battlefield under your control.  That creature gains haste.  Sacrifice it at the beginning of the next end step.,Mandatory,,,,
Treacherous Vampire,"Flying.    Whenever Treacherous Vampire attacks or blocks, sacrifice it unless you exile a card from your graveyard.    Threshold - As long as seven or more cards are in your graveyard, Treacherous Vampire gets +2/+2 and has ""When Treacherous Vampire dies, you lose 6 life.""",,,,,
Treacherous Werewolf,"Threshold - As long as seven or more cards are in your graveyard, Treacherous Werewolf gets +2/+2 and has ""When Treacherous Werewolf dies, you lose 4 life.""",,,,,
Treachery,"Enchant creature.    When Treachery enters the battlefield, untap up to five lands.    You control enchanted creature.",,,,,
Treasure Hunt,"Reveal cards from the top of your library until you reveal a nonland card, then put all cards revealed this way into your hand.",,,,,
Treasure Hunter,"When Treasure Hunter enters the battlefield, you may return target artifact card from your graveyard to your hand.",Optional,,,,
Treasure Mage,"When Treasure Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 6 or greater, reveal that card, and put it into your hand.  Then shuffle your library.",Optional,,,,
Treasure Trove,2UU: Draw a card.,,,,,
Tree Monkey,Reach,,,,,
Tree of Redemption,Defender.    T: Exchange your life total with Tree of Redemption's toughness.,,,,,
Tree of Tales,T: Add G to your mana pool.,,,,,
Treefolk Harbinger,"When Treefolk Harbinger enters the battlefield, you may search your library for a Treefolk or Forest card, reveal it, then shuffle your library and put that card on top of it.",Optional,,,,
Treefolk Healer,"2W, T: Prevent the next 2 damage that would be dealt to target creature or player this turn.",,,,,
Treefolk Mystic,"Whenever Treefolk Mystic blocks or becomes blocked by a creature, destroy all Auras attached to that creature.",,,,,
Treefolk Seedlings,Treefolk Seedlings's toughness is equal to the number of Forests you control.,,,,,
Treespring Lorian,Morph 5G,,,,,
Treetop Bracers,Enchant creature.    Enchanted creature gets +1/+1 and can't be blocked except by creatures with flying.,,,,,
Treetop Defense,Cast Treetop Defense only during the declare attackers step and only if you've been attacked this step.    Creatures you control gain reach until end of turn.,,,,,
Treetop Rangers,Treetop Rangers can't be blocked except by creatures with flying.,,,,,
Treetop Scout,Treetop Scout can't be blocked except by creatures with flying.,,,,,
Treetop Sentinel,"Flying, protection from green",,,,,
Treetop Village,Treetop Village enters the battlefield tapped.    T: Add G to your mana pool.    1G: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn.  It's still a land.,,,,,
Tremble,Each player sacrifices a land.,,,,,
Tremor,Tremor deals 1 damage to each creature without flying.,,,,,
Trench Gorger,"Trample.    When Trench Gorger enters the battlefield, you may search your library for any number of land cards, exile them, then shuffle your library.  If you do, Trench Gorger's power and toughness each become equal to the number of cards exiled this way.",,,,,
Trench Wurm,"2R, T: Destroy target nonbasic land.",,,,,
Trenching Steed,Sacrifice a land: Trenching Steed gets +0/+3 until end of turn.,,,,,
Trepanation Blade,"Whenever equipped creature attacks, defending player reveals cards from the top of his or her library until he or she reveals a land card.  The creature gets +1/+0 until end of turn for each card revealed this way.  That player puts the revealed cards into his or her graveyard.    Equip 2",Mandatory,,,,
Trespasser il-Vec,Discard a card: Trespasser il-Vec gains shadow until end of turn.,,,,,
Trespassing Souleater,{P/U}: Trespassing Souleater is unblockable this turn.,,,,,
Tresserhorn Sinks,Tresserhorn Sinks enters the battlefield tapped.    T: Add B or R to your mana pool.,,,,,
Tresserhorn Skyknight,Flying.    Prevent all damage that would be dealt to Tresserhorn Skyknight by creatures with first strike.,,,,,
"Treva, the Renewer","Flying.    Whenever Treva, the Renewer deals combat damage to a player, you may pay 2W.  If you do, choose a color, then you gain 1 life for each permanent of that color.",,,,,
Treva's Attendant,"1, Sacrifice Treva's Attendant: Add GWU to your mana pool.",,,,,
Treva's Charm,"Choose one - Destroy target enchantment; or exile target attacking creature; or draw a card, then discard a card.",,,,,
Treva's Ruins,"When Treva's Ruins enters the battlefield, sacrifice it unless you return a non-Lair land you control to its owner's hand.    T: Add G, W, or U to your mana pool.",,,,,
Trial // Error,Return all creatures blocking or blocked by target creature to their owner's hand. // Counter target multicolored spell.,,,,,
Triangle of War,"2, Sacrifice Triangle of War: Choose target creature you control and target creature an opponent controls.  Those creatures fight each other.",,,,,
Triassic Egg,"3, T: Put a hatchling counter on Triassic Egg.    Sacrifice Triassic Egg: Choose one - You may put a creature card from your hand onto the battlefield; or return target creature card from your graveyard to the battlefield.  Activate this ability only if two or more hatchling counters are on Triassic Egg.",,,,,
